Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
10/4/2022,Jeffrey Douglas,Michaela Hale,Chevrolet,Corolla,2020,29662,0.128992905,3826.19
1/2/2023,Sandra Cummings,Jonathan Brock,Chevrolet,Corolla,2017,22566,0.09043352,2040.72
1/25/2023,Jeff Taylor,Gregory Watson,Toyota,Civic,2010,41469,0.105670404,4382.05
6/20/2022,Thomas Johnson,Jacqueline Logan,Chevrolet,F-150,2011,16727,0.148973394,2491.88
3/25/2023,Christy Shields,Paul Ferguson,Honda,Corolla,2020,11191,0.096133654,1075.83
8/13/2022,Diana Bender MD,Kirk Sutton,Honda,F-150,2012,37583,0.066299212,2491.72
5/26/2022,Terry Klein,Gregory Crawford,Nissan,F-150,2021,36775,0.089975836,3308.86
3/6/2023,Anthony Barrett,Russell Harvey,Nissan,Corolla,2020,31875,0.052592964,1676.4
9/28/2022,Andrew Casey,Veronica Brown,Honda,Corolla,2019,19497,0.131071496,2555.5
10/1/2022,Joshua Smith,Bryan Kirk,Honda,Altima,2014,12730,0.081152474,1033.07
5/1/2022,Carrie Baker,Nicole Poole,Chevrolet,Altima,2014,48341,0.054341179,2626.91
6/28/2022,Jennifer Oconnor,Morgan Cook,Nissan,Civic,2012,16612,0.134770406,2238.81
8/17/2022,Patricia Harris,Sarah Hart,Chevrolet,Altima,2016,37683,0.139528341,5257.85
8/6/2022,Steven Valencia,Nancy Mosley,Nissan,F-150,2011,48363,0.118060818,5709.78
2/26/2023,Duane Mitchell,Jeffrey Brown,Chevrolet,F-150,2019,43453,0.099642704,4329.77
12/7/2022,Renee Perry,Karen Myers,Honda,Silverado,2012,12389,0.10100207,1251.31
4/7/2023,Lauren Vance,James Smith MD,Toyota,Civic,2014,49107,0.059967838,2944.84
5/20/2022,Robert Rodriguez,Eric Harper,Ford,Corolla,2015,40751,0.097511869,3973.71
11/3/2022,Lisa Nixon,Stephanie Hanna,Toyota,Altima,2011,42541,0.12215925,5196.78
7/20/2022,Tom Harris,John Patton,Chevrolet,Corolla,2015,14137,0.146666626,2073.43
3/5/2023,Mary Johnson,Richard Nichols,Ford,Corolla,2010,34377,0.136090436,4678.38
11/30/2022,Kathryn Greene,Jesus Copeland,Ford,Silverado,2013,23414,0.113535262,2658.31
6/20/2022,Lisa Jacobson,Richard Ford,Chevrolet,Silverado,2015,42181,0.053657111,2263.31
9/14/2022,Shelby Cook,David Young,Toyota,Civic,2019,37094,0.053528823,1985.6
12/5/2022,Matthew Pierce,Kelly Rivers,Chevrolet,Silverado,2014,36024,0.063620863,2291.88
9/11/2022,Thomas Villa,Jennifer Russell,Nissan,Altima,2022,37280,0.14600629,5443.11
2/7/2023,Antonio Jensen,Amber Ray,Chevrolet,F-150,2016,46256,0.139250227,6441.16
7/16/2022,Maria Smith,Gabrielle Jackson,Nissan,Civic,2021,19727,0.132216724,2608.24
2/12/2023,Nathan Joseph,Amanda Todd,Honda,F-150,2010,48349,0.074051463,3580.31
4/14/2023,Kara Lewis MD,Laura Smith,Honda,F-150,2018,48374,0.09653323,4669.7
1/29/2023,Michael Smith,Walter Garcia,Nissan,Silverado,2016,25713,0.071923606,1849.37
11/22/2022,Paul Bell,Nicholas Howard,Chevrolet,F-150,2022,49787,0.113984091,5674.93
3/7/2023,Marisa Long,Sarah Lang,Nissan,Civic,2021,29149,0.105139125,3064.7
8/4/2022,Roger Wise,Brent Chambers,Chevrolet,Altima,2013,41693,0.095347566,3975.33
4/18/2023,John Wall,Shane King,Ford,Corolla,2013,47748,0.055384446,2644.5
6/19/2022,Rebecca Holmes,Lisa Knight,Toyota,Civic,2021,15274,0.084216532,1286.32
3/25/2023,Jose Garcia,Jeffrey Medina,Toyota,F-150,2018,34390,0.089776068,3087.4
10/1/2022,Jesse Tucker,Mitchell Lee,Chevrolet,Civic,2011,20927,0.145608902,3047.16
1/1/2023,Jacob Brown,Cheyenne Bennett,Toyota,Silverado,2020,19929,0.097438995,1941.86
8/19/2022,William Montoya,Kimberly Klein,Ford,Altima,2015,37336,0.072544298,2708.51
1/14/2023,Adrian Shaw,Dr. Joshua Marsh,Ford,Corolla,2021,17197,0.141279841,2429.59
11/17/2022,Richard Simpson,Brent Torres,Ford,Altima,2017,28006,0.116176673,3253.64
6/15/2022,Kristina Guzman,Joseph Brewer,Ford,Silverado,2011,35121,0.072116179,2532.79
3/21/2023,Kevin Warner,Alicia Bradley,Toyota,Civic,2011,21419,0.095886115,2053.78
2/22/2023,Jamie Brown,James Roberts,Toyota,F-150,2016,14604,0.075382936,1100.89
2/23/2023,Janice Smith,Christopher Walker,Chevrolet,Silverado,2011,17512,0.092509657,1620.03
10/15/2022,Michael Wilson,Kathryn Beck,Ford,F-150,2012,42504,0.144267988,6131.97
11/11/2022,Elizabeth Obrien,Sean Rose,Ford,Altima,2018,33121,0.113111277,3746.36
11/1/2022,Destiny Yoder,Jesse Garcia,Ford,F-150,2013,16816,0.130900599,2201.22
12/1/2022,Brandi Stewart,Brian Kane,Nissan,Silverado,2014,44924,0.119021084,5346.9
8/10/2022,Joel Buckley,Joshua Moody,Chevrolet,Altima,2021,35728,0.077883597,2782.63
4/20/2023,Haley Wright,Ashlee Jones,Chevrolet,Altima,2021,19589,0.112611894,2205.95
12/30/2022,Dana Wright,Dr. Joseph Campbell DDS,Chevrolet,Altima,2017,18331,0.098159018,1799.35
7/1/2022,Peter Higgins,Jennifer Sanders,Ford,Altima,2015,32569,0.135870714,4425.17
3/5/2023,Duane Moreno,Kathleen Shields,Nissan,Corolla,2019,19478,0.146910665,2861.53
10/18/2022,Peggy White,Kelly Wilkerson,Toyota,Civic,2022,43968,0.099153424,4359.58
10/2/2022,Mark Lindsey,Cynthia Wright,Chevrolet,F-150,2012,40906,0.126301651,5166.5
7/9/2022,Beverly Riley,Matthew Rosales,Chevrolet,Corolla,2015,33361,0.099047837,3304.33
11/13/2022,Jennifer Bell,Christine Whitaker,Nissan,Corolla,2014,44945,0.080851629,3633.88
12/6/2022,Shawn Stuart,Patrick Ramirez,Toyota,Civic,2017,23243,0.145408481,3379.73
1/10/2023,Michael Green,Mrs. Lauren Stephenson,Ford,Corolla,2011,34083,0.122781249,4184.75
4/12/2023,John Mcguire,Barry Dennis,Chevrolet,F-150,2019,29742,0.112218658,3337.61
4/24/2023,Joe Hernandez,Jeremy Washington,Toyota,Altima,2022,46133,0.145405436,6707.99
4/27/2023,Dr. Anita Lopez,Madison Payne DDS,Chevrolet,Civic,2018,20010,0.136101924,2723.4
8/1/2022,David Love,Jason Edwards,Nissan,Silverado,2021,30226,0.14739878,4455.28
11/8/2022,Cody Butler,Charles Gonzalez,Ford,Silverado,2013,42495,0.106189643,4512.53
3/27/2023,Phillip Mitchell,Olivia Barron,Nissan,Civic,2020,23768,0.135026139,3209.3
2/1/2023,John Carpenter,Edgar Jones,Chevrolet,Corolla,2016,46306,0.136383208,6315.36
11/17/2022,Patricia Armstrong,John Glass,Ford,F-150,2012,16570,0.103175519,1709.62
11/8/2022,Taylor Jensen,Christopher Adkins,Toyota,Altima,2016,23449,0.123687617,2900.35
2/21/2023,Jose Gonzalez,Paul Gonzales,Chevrolet,F-150,2020,38662,0.083775877,3238.94
7/14/2022,Robin Anderson,Kyle Hopkins,Chevrolet,Silverado,2016,20451,0.06000457,1227.15
8/13/2022,Shannon Davidson,William Adams,Toyota,Altima,2016,45155,0.133190593,6014.22
9/11/2022,Sandy Hunt,Austin Murphy,Nissan,F-150,2011,32570,0.149519408,4869.85
9/14/2022,Andrea Clark,Randall Johnson,Honda,Civic,2010,20627,0.081518592,1681.48
10/22/2022,Kenneth Stewart,Michelle Rogers,Ford,Civic,2011,44064,0.095526884,4209.3
10/3/2022,John Mejia,Jennifer Hobbs,Chevrolet,Corolla,2021,49241,0.066578541,3278.39
5/2/2022,Wendy Jordan,Jason Kim,Nissan,Civic,2022,41726,0.062446771,2605.65
5/10/2022,Luis Ferguson,Timothy Dawson,Toyota,Corolla,2015,34000,0.065781811,2236.58
7/17/2022,Spencer Gomez,Alexis Mcpherson,Honda,Corolla,2010,29250,0.140680187,4114.9
11/1/2022,Karen Davis,Donald Suarez,Nissan,Silverado,2016,49778,0.080437677,4004.03
1/13/2023,Shelley Smith,Angel Kramer,Toyota,Altima,2020,35407,0.071099631,2517.42
10/31/2022,Tonya Byrd,Kayla Byrd,Honda,Altima,2013,46252,0.134311119,6212.16
7/1/2022,Monica Melendez,Lori Kennedy,Toyota,F-150,2019,12224,0.053215862,650.51
10/5/2022,Alexis Baker,Diamond Norman,Nissan,Civic,2018,22745,0.122187974,2779.17
11/12/2022,Jack Baird,Mr. Kevin Roberts Jr.,Toyota,Silverado,2013,34177,0.119362654,4079.46
11/22/2022,Stephanie Rivera,Robin Brown,Toyota,Silverado,2017,23414,0.139037029,3255.41
9/10/2022,Jacob Sanchez,Mrs. Jessica Ford,Chevrolet,Civic,2016,35984,0.055373966,1992.58
4/3/2023,Susan Carpenter,Leslie Logan,Nissan,Civic,2011,41263,0.147416868,6082.86
1/16/2023,Marvin Baxter,Tina Armstrong,Ford,Corolla,2022,33139,0.065067462,2156.27
5/30/2022,Erin Gallegos,Alan Soto,Nissan,Altima,2022,37233,0.107456152,4000.91
1/11/2023,Bryan Carroll,Carolyn Watson,Nissan,Civic,2017,29975,0.149291052,4475
7/2/2022,Christine Patterson,Thomas Martin,Nissan,Civic,2016,16927,0.083688768,1416.6
11/3/2022,Robert Kirk,Brenda Reed,Nissan,Civic,2017,21468,0.133510417,2866.2
5/2/2022,Janet Bryant,Ryan Brown,Chevrolet,Altima,2021,31532,0.076324138,2406.65
6/25/2022,Michael Preston,Angela Perez,Honda,Altima,2015,36743,0.095826929,3520.97
6/24/2022,Edward Rodriguez,Kristie Bradford,Nissan,F-150,2011,25717,0.120690426,3103.8
11/12/2022,James White,Ryan Ortiz,Honda,Corolla,2011,45262,0.080894236,3661.43
9/24/2022,Jerry Garcia,Christian Lee,Chevrolet,Altima,2016,28777,0.095643461,2752.33
4/10/2023,Marissa Morales,Emily Jones,Nissan,Corolla,2019,25917,0.061728372,1599.81
1/21/2023,Robert Mitchell,Tracy Chavez,Honda,Altima,2010,28600,0.054994988,1572.86
9/17/2022,Ann Dickerson,Gerald Wilson,Toyota,Silverado,2019,17696,0.096175188,1701.92
7/18/2022,Christina Perry,Christopher Underwood,Chevrolet,Corolla,2020,38696,0.126020158,4876.48
8/7/2022,Michele Jones MD,Robert Alvarado,Honda,Silverado,2016,48421,0.118658843,5745.58
3/5/2023,Suzanne Howe,Michael Berg,Honda,Civic,2014,22541,0.096290199,2170.48
10/18/2022,Spencer Moses,Adrian Crawford,Chevrolet,Silverado,2020,14952,0.123293533,1843.48
8/26/2022,Kenneth Fry,Karen Beck,Chevrolet,Silverado,2017,28011,0.067825658,1899.86
11/17/2022,Tamara Benton,Diana Richardson,Honda,Altima,2011,43001,0.133984566,5761.47
11/3/2022,Garrett Sullivan,Justin Tanner,Toyota,Civic,2017,49463,0.092381136,4569.45
3/12/2023,Samuel Jones,Eric Jones,Honda,Altima,2013,18170,0.068397497,1242.78
6/1/2022,Charles Rios,Karen Hill,Nissan,Civic,2014,11692,0.066612495,778.83
2/22/2023,Sharon Marshall,Amanda Hall,Ford,Silverado,2016,39548,0.114928714,4545.2
11/27/2022,Shirley Griffin,Melissa Pearson,Nissan,F-150,2013,45884,0.094053761,4315.56
1/5/2023,Darrell Vincent,Brianna Willis,Honda,F-150,2014,45368,0.0871993,3956.06
8/3/2022,Nicole James,Gina Jones,Toyota,Corolla,2015,18812,0.070186891,1320.36
11/23/2022,Crystal Quinn,Shawn Duran,Ford,Corolla,2016,43352,0.119381481,5175.43
10/5/2022,Frank Franklin,Jonathan Griffin,Honda,Altima,2015,26862,0.094654853,2542.62
2/8/2023,Nicole Acevedo,Thomas Gutierrez,Toyota,Civic,2021,10827,0.132231599,1431.67
9/8/2022,Jacob Black,Shelia Maynard,Nissan,Civic,2010,28552,0.060474802,1726.68
8/14/2022,Casey Sharp,Randall Willis,Chevrolet,Corolla,2020,47952,0.088089725,4224.08
9/28/2022,Angela Ray,Brett Roberts,Ford,Silverado,2016,23506,0.057453268,1350.5
11/13/2022,James Johnson,Angela Frye,Ford,Altima,2020,39531,0.107325175,4242.67
2/11/2023,Gregory Phillips,Miguel Jones,Honda,Corolla,2015,26277,0.143326192,3766.18
4/11/2023,Mark Edwards,Kimberly Lucas,Nissan,Silverado,2017,41522,0.093213241,3870.4
9/15/2022,Valerie Hicks,Daniel Myers,Toyota,Altima,2010,33031,0.12828157,4237.27
6/25/2022,Stacey Schmitt,Lisa Mitchell,Toyota,Altima,2010,40655,0.05926727,2409.51
6/22/2022,Isaiah Mcintosh,Mary Love,Toyota,F-150,2017,47849,0.121795748,5827.8
6/13/2022,George Santana,Dylan Brooks,Toyota,F-150,2019,44029,0.142729745,6284.25
9/7/2022,Maria Graves,Hector Humphrey,Nissan,Altima,2022,22158,0.113066979,2505.34
12/14/2022,Michelle Miller,Stephanie Williams,Ford,F-150,2014,28927,0.145757985,4216.34
2/1/2023,Joshua Moody,Matthew Cline,Honda,F-150,2016,21105,0.070255821,1482.75
1/6/2023,Brittany Sheppard,Russell Pacheco,Chevrolet,Silverado,2020,24588,0.115374334,2836.82
4/12/2023,Patrick Harris,Christopher Vasquez,Ford,Silverado,2011,40285,0.07049007,2839.69
12/24/2022,Brian Frye,Roger Rosario,Nissan,Civic,2011,24129,0.082280917,1985.36
4/20/2023,Rhonda Brown,Laura Johnson,Ford,Altima,2012,30960,0.106894875,3309.47
8/4/2022,Lucas Arnold,Jennifer Yates,Toyota,F-150,2010,12068,0.14260748,1720.99
3/4/2023,Tina Armstrong,Douglas Hamilton,Nissan,F-150,2010,45444,0.100155146,4551.45
11/16/2022,Raven Simon,Ethan Jennings,Nissan,Civic,2013,18534,0.102691697,1903.29
9/3/2022,James Schmidt,Amanda Gentry,Ford,Altima,2010,44160,0.063742851,2814.88
11/17/2022,Holly Murphy,Kevin Matthews,Ford,Altima,2012,30395,0.143197503,4352.49
11/6/2022,Cynthia Jacobs,Melissa Hill,Chevrolet,Corolla,2015,34057,0.143868788,4899.74
9/8/2022,Jennifer Vasquez,Eric Reilly,Honda,Corolla,2021,33205,0.107134539,3557.4
11/14/2022,Shane Mcgee,Charles Cohen,Honda,Altima,2016,35871,0.06127672,2198.06
7/16/2022,Kyle Parker,Nancy Pena,Ford,Silverado,2013,33181,0.054204798,1798.57
5/30/2022,Ana Jimenez,Mark Osborne,Nissan,F-150,2019,36992,0.090308468,3340.69
4/20/2023,Katrina Combs,Christina Robertson DDS,Ford,Corolla,2015,10042,0.121526943,1220.37
5/6/2022,Julie Barnes DVM,Karen Thompson,Nissan,Corolla,2013,11316,0.068643692,776.77
2/19/2023,Thomas Gonzales,Leah Johnson,Honda,Silverado,2016,26589,0.132498605,3523.01
10/23/2022,Mary Gonzalez,Jessica Porter,Ford,Civic,2016,26743,0.13133741,3512.36
11/8/2022,Leonard Cook,Kristi Russell,Toyota,Corolla,2021,28517,0.076516347,2182.02
11/4/2022,Jeffrey Chandler,Ryan Owens III,Toyota,Civic,2010,21295,0.095628481,2036.41
12/7/2022,Oscar Hale,Crystal Hayden,Toyota,Corolla,2016,38473,0.115794699,4454.97
3/23/2023,David Berry MD,Molly Silva,Honda,Corolla,2010,45353,0.141658482,6424.64
5/1/2023,Aaron Jimenez DDS,Douglas Barton,Honda,Civic,2020,42681,0.141148086,6024.34
10/29/2022,Julie Mack,Raymond Carrillo,Nissan,Silverado,2016,13482,0.082499727,1112.26
10/31/2022,Michael Nguyen,Terri Miller,Honda,Silverado,2014,32127,0.147613433,4742.38
6/9/2022,Lauren Garcia,Jeremy Hicks,Toyota,Silverado,2010,46548,0.115533378,5377.85
11/4/2022,Jessica Williams,Brandi Lopez,Chevrolet,Corolla,2016,26867,0.132056962,3547.97
3/4/2023,Kevin Pineda,Laura Sanchez,Toyota,Corolla,2016,31109,0.131100305,4078.4
11/17/2022,Michele Johnson,Austin Schneider,Toyota,Silverado,2021,29958,0.090821301,2720.82
1/8/2023,Lisa Brown,Emily Massey,Honda,F-150,2021,15487,0.124426564,1926.99
4/2/2023,David Dickerson,Rebecca Russell,Chevrolet,Altima,2018,24602,0.060439876,1486.94
6/20/2022,Ryan Moore,John Zhang,Chevrolet,Silverado,2016,45446,0.099014563,4499.82
9/26/2022,Melissa Daniel,Krystal Russell,Toyota,F-150,2021,21286,0.120078897,2556
5/24/2022,Michelle Taylor,Robert Fitzpatrick,Nissan,F-150,2016,28650,0.079917151,2289.63
12/8/2022,Sara Foster,Kimberly Turner,Honda,Altima,2011,47115,0.085841462,4044.42
3/2/2023,Philip Buck,Jerry Richards,Toyota,Corolla,2013,13742,0.082182544,1129.35
9/21/2022,John Sanchez,Laura Gregory,Honda,Civic,2012,40883,0.083469617,3412.49
1/25/2023,Steven Powell,Jonathan Grant,Toyota,Altima,2022,47118,0.074826463,3525.67
11/10/2022,Christina Davis,Misty Rogers,Toyota,Civic,2019,15578,0.117248667,1826.5
9/9/2022,Michael Fleming,Felicia Brooks,Nissan,Silverado,2022,14874,0.10839089,1612.21
11/12/2022,Brian Jones,John Turner,Toyota,Corolla,2011,20300,0.107561734,2183.5
1/11/2023,Melissa Durham,Adam Wagner,Nissan,Civic,2022,44182,0.111670159,4933.81
3/13/2023,Alexander Potter,Edward Davis,Chevrolet,Altima,2014,31303,0.113383417,3549.24
4/27/2023,Austin Brown,Kelly Hughes,Honda,Civic,2019,46658,0.072710015,3392.5
11/28/2022,Melissa Lester,Jesse Martinez,Nissan,Civic,2010,17346,0.057386237,995.42
10/17/2022,Melissa Hutchinson,Eric Hill,Ford,F-150,2014,40002,0.108152214,4326.3
8/31/2022,Jessica Armstrong,Corey Mclean,Ford,F-150,2018,45113,0.119048809,5370.65
1/10/2023,Michelle Cruz,George Pollard,Nissan,Corolla,2013,46688,0.080107563,3740.06
10/15/2022,Kenneth Mitchell,Paige Green,Chevrolet,F-150,2015,11364,0.078412462,891.08
5/9/2022,Joshua Buckley,Benjamin Davis,Nissan,Altima,2022,26955,0.149378082,4026.49
7/20/2022,Rebecca Boyd,Stephanie Hodges,Ford,F-150,2021,31914,0.142949396,4562.09
7/27/2022,Valerie Robinson,Joyce Barnes,Ford,Altima,2014,32853,0.130516406,4287.86
5/27/2022,Emily Gregory,Nicole Brooks,Ford,F-150,2021,38212,0.067995824,2598.26
2/8/2023,James Simon,Priscilla Boyd,Nissan,Silverado,2022,12217,0.053964049,659.28
1/12/2023,Christopher Wilson,Jacob Pearson,Toyota,Silverado,2012,45280,0.132466269,5998.07
10/30/2022,Jeremy Cummings,Darrell Woodard,Toyota,Civic,2019,40789,0.050880524,2075.37
11/9/2022,Austin Shah,David Anderson,Nissan,Silverado,2016,19014,0.057498529,1093.28
7/16/2022,Robert Holt,Kenneth Wright,Nissan,Civic,2014,18261,0.087216531,1592.66
3/12/2023,Mario James,Lisa Diaz,Toyota,Corolla,2018,21610,0.093768097,2026.33
9/25/2022,Brian Wright,Adam Simmons,Toyota,F-150,2010,49836,0.11426018,5694.27
6/25/2022,Laurie Rios,Caitlin Valdez,Ford,F-150,2015,13183,0.102283424,1348.4
4/5/2023,Timothy Garcia,Brooke Lopez,Honda,Silverado,2022,26325,0.125293599,3298.35
5/9/2022,Rebecca Chavez,Lori Riley,Chevrolet,Silverado,2019,15691,0.070745088,1110.06
2/5/2023,Anthony Snow,Cindy Miranda,Toyota,F-150,2012,16043,0.103150546,1654.84
10/1/2022,April Bartlett,Paul Turner,Toyota,Corolla,2012,28123,0.147913104,4159.76
11/24/2022,Mark Preston,Tina Odonnell,Honda,F-150,2020,39145,0.128538478,5031.64
2/14/2023,Tiffany Blair,Nicholas Smith,Nissan,Silverado,2022,12678,0.126158067,1599.43
6/28/2022,Ashley Hawkins,Chad Smith,Chevrolet,Corolla,2011,46695,0.136531629,6375.34
4/3/2023,Linda Beck,Alyssa Anderson,Nissan,Silverado,2021,33996,0.116906893,3974.37
3/23/2023,John Montgomery,Samantha Franklin,Toyota,Civic,2014,16222,0.101259358,1642.63
12/10/2022,Gwendolyn Bell,Kathleen Bond,Honda,Civic,2013,44954,0.147827477,6645.44
3/1/2023,Roy Simmons,Linda Vance,Chevrolet,Corolla,2021,37622,0.121881304,4585.42
9/3/2022,Christopher Taylor,Joshua Long,Honda,Civic,2018,30774,0.050863739,1565.28
5/9/2022,Peter Odom,Angela Porter,Nissan,Corolla,2013,33953,0.083075933,2820.68
5/2/2022,Andrew Moore,Jennifer Martinez,Chevrolet,F-150,2019,15929,0.071143856,1133.25
2/24/2023,Julie Evans,Erica Townsend,Honda,Altima,2022,49815,0.119081543,5932.05
3/4/2023,Jessica Morales,Krista Newman,Nissan,Silverado,2020,23910,0.067065532,1603.54
8/19/2022,Ryan Hendricks,Kristen Lawson,Toyota,Corolla,2017,33076,0.092969262,3075.05
6/22/2022,Rachel Cuevas,Chloe Harrison,Ford,F-150,2017,19123,0.070414904,1346.54
8/2/2022,Philip Walsh II,Robert Rivera,Nissan,Silverado,2010,34654,0.09370576,3247.28
10/16/2022,Victoria Little,Molly Hodge,Ford,Corolla,2019,19785,0.091552779,1811.37
1/20/2023,Alexandra Garcia,Jordan Johnson,Honda,Civic,2017,32352,0.103125341,3336.31
4/11/2023,Alexa Hernandez,Haley Perez,Toyota,Silverado,2014,17259,0.142143276,2453.25
3/19/2023,Tina Delgado,Rodney Smith,Chevrolet,F-150,2014,27316,0.11841941,3234.74
1/18/2023,Jamie Morales,Yesenia Fisher,Toyota,Silverado,2019,18121,0.111770098,2025.39
3/14/2023,Kimberly Crawford,Barbara Ortiz,Honda,Corolla,2013,19068,0.114301487,2179.5
4/27/2023,Robert Bates,Dr. Raymond Flores,Nissan,Silverado,2017,20131,0.106099503,2135.89
7/13/2022,Valerie Wong,Charlene Booker,Ford,Civic,2022,21580,0.080842685,1744.59
5/27/2022,Melanie Rhodes,Heather Gibson,Toyota,Corolla,2018,22438,0.078946464,1771.4
7/28/2022,Shawn Hill MD,John Forbes,Ford,F-150,2016,13719,0.08530573,1170.31
7/31/2022,Morgan Roth,Karen Martinez,Ford,Corolla,2012,49832,0.110339275,5498.43
1/6/2023,Christina Watson,Gloria Hartman,Toyota,Corolla,2017,13103,0.05118266,670.65
1/10/2023,Michael Moore,Joshua Hicks,Nissan,Civic,2014,47023,0.147767,6948.45
5/24/2022,Alexander Lutz,Lauren Hubbard,Chevrolet,Corolla,2014,21156,0.111213422,2352.83
4/13/2023,Sabrina Gonzalez,Mason Walker,Ford,Corolla,2014,25443,0.138247766,3517.44
8/18/2022,Linda Chen,Samuel Reyes,Toyota,Altima,2018,13196,0.054824718,723.47
5/8/2022,Daniel Peters,Katherine Figueroa,Chevrolet,Altima,2022,38458,0.135904054,5226.6
3/31/2023,Stephanie Cowan,Michael Phillips,Ford,Civic,2013,23572,0.077672499,1830.9
2/21/2023,Ian Miller,Michael Baker,Chevrolet,F-150,2011,16187,0.112603015,1822.71
4/15/2023,Laura Calhoun,Amber Contreras,Chevrolet,Corolla,2014,14077,0.097367923,1370.65
10/14/2022,Alexander Burgess,Lauren Martin,Honda,F-150,2013,14992,0.148489491,2226.15
2/23/2023,Christine Dougherty,Kyle Martin,Toyota,Altima,2020,15095,0.095442192,1440.7
11/24/2022,Jade Lutz,Michael Bennett,Nissan,Silverado,2018,32531,0.076896847,2501.53
8/6/2022,Jeffrey Brown,Steven Garcia,Toyota,Civic,2021,23278,0.050416958,1173.61
1/12/2023,Michael Perez,Nicole Herrera,Ford,Civic,2013,47823,0.08048612,3849.09
3/1/2023,Timothy Bishop,Mary Duffy,Ford,Altima,2021,33944,0.054795303,1859.97
11/10/2022,Joseph Green,Joseph Ross,Honda,Corolla,2012,48813,0.085372517,4167.29
12/8/2022,Christina Khan,Kimberly Ryan,Honda,Corolla,2018,38961,0.138922437,5412.56
5/9/2022,Miss Christine Maldonado MD,Carol Salazar,Honda,F-150,2010,36718,0.087558259,3214.96
1/24/2023,Brenda Chen,Jamie Tate,Chevrolet,Silverado,2019,11337,0.083942518,951.66
10/14/2022,Patrick Soto,Megan Crosby,Chevrolet,Civic,2021,46459,0.094160111,4374.58
6/21/2022,Samuel Thomas,Kathryn Rowe,Chevrolet,Altima,2014,24171,0.062016339,1499
3/3/2023,Brian Lewis,Paul Welch,Nissan,Civic,2020,48579,0.052098461,2530.89
4/24/2023,Austin Gonzalez,Gina Marshall,Nissan,F-150,2012,20223,0.102713893,2077.18
12/27/2022,Christopher Walker,Traci Henderson,Toyota,Altima,2020,21401,0.072185392,1544.84
5/27/2022,Sarah Matthews,Matthew Olson,Toyota,Altima,2018,41601,0.141748724,5896.89
5/27/2022,Linda Hansen,Angela Clark,Chevrolet,Altima,2022,26231,0.071082622,1864.57
9/20/2022,Melissa Lawrence,Aaron Davis,Toyota,Silverado,2011,34088,0.051863432,1767.92
5/16/2022,Johnny Rodriguez,Karen Foster,Toyota,Corolla,2017,41636,0.12323301,5130.93
1/28/2023,Nicole Snyder,Catherine Saunders,Ford,Silverado,2019,43168,0.064410114,2780.46
2/22/2023,Paula Adams,Kevin Gaines,Honda,F-150,2014,41124,0.092818596,3817.07
4/17/2023,Jennifer Tran,Bill Johnson,Ford,Silverado,2017,22385,0.125589709,2811.33
9/11/2022,Robert Wade,Maria Andrade,Nissan,Altima,2021,41759,0.063138341,2636.59
9/9/2022,Maria Garcia,Cassandra Barnes,Ford,Corolla,2010,35698,0.087204451,3113.02
2/13/2023,Michelle Robinson,Cynthia Day,Toyota,Corolla,2015,13857,0.063101057,874.39
1/10/2023,Joseph Kemp,Andrew Harris,Ford,Civic,2014,13390,0.088699812,1187.69
11/5/2022,Sarah Spencer,Jeffrey Jones,Chevrolet,Civic,2013,13172,0.115169113,1517.01
10/23/2022,Larry Torres,Zachary Schroeder,Honda,Silverado,2021,41538,0.054008194,2243.39
1/2/2023,Amanda Gonzales,Grant Tran,Chevrolet,Civic,2020,11025,0.052272818,576.31
3/20/2023,Alicia Douglas,Marilyn White,Toyota,F-150,2016,37743,0.120962165,4565.48
3/21/2023,Kristopher Thompson,Rachel Foster,Nissan,F-150,2016,12132,0.119183861,1445.94
7/21/2022,Ryan Le,Martha Davis,Ford,Silverado,2015,21514,0.145769505,3136.09
1/9/2023,Brooke Williams,Jordan Moyer,Chevrolet,Civic,2019,26200,0.125428228,3286.22
11/10/2022,Ethan Kirk,Diamond Anderson DVM,Toyota,F-150,2017,47019,0.060942341,2865.45
1/12/2023,Malik Smith,Kelly Greene,Honda,F-150,2017,40280,0.146462259,5899.5
10/27/2022,Barbara Maddox,Ariana Henry,Ford,Altima,2014,34017,0.122329033,4161.27
5/29/2022,Jonathan Holland,Susan Christian,Chevrolet,Corolla,2010,21148,0.07227741,1528.52
1/21/2023,Charles White,John Kane,Ford,Civic,2018,18592,0.112296457,2087.82
7/28/2022,Janet Bishop,Cheryl Garcia,Ford,F-150,2022,31941,0.139730906,4463.14
6/27/2022,Kimberly Campbell,Mary Poole,Honda,Civic,2012,29021,0.104991094,3046.95
1/11/2023,Donald Miller,Thomas Becker,Ford,Altima,2014,38519,0.147282288,5673.17
3/3/2023,Jack Allen,Angelica Price,Chevrolet,Civic,2012,48501,0.126664529,6143.36
11/13/2022,Lydia Zuniga,Kimberly Hull,Honda,F-150,2019,24600,0.147743225,3634.48
4/6/2023,Bridget Anderson,Taylor Smith,Ford,F-150,2010,35075,0.064093031,2248.06
11/23/2022,Yolanda Fitzpatrick,Angela Velez,Ford,F-150,2022,33409,0.058084969,1940.56
9/13/2022,Mark Smith,Jessica Andrews,Honda,F-150,2012,45371,0.145300667,6592.44
